entity,iso_code,date,indicator,value,continent,total_deaths,new_deaths,icu_patients,hosp_patients,hospital_beds_per_thousand,population
Czechia,CZE,2020-11-29,Daily hospital occupancy per million,433.2,Europe,8387.0,899.0,765.0,4546.0,6.63,10493990.0
Czechia,CZE,2020-11-29,Weekly new ICU admissions,308.0,Europe,8387.0,899.0,765.0,4546.0,6.63,10493990.0
Czechia,CZE,2020-11-29,Weekly new ICU admissions per million,29.35,Europe,8387.0,899.0,765.0,4546.0,6.63,10493990.0
Czechia,CZE,2020-11-29,Weekly new hospital admissions,3620.0,Europe,8387.0,899.0,765.0,4546.0,6.63,10493990.0
Czechia,CZE,2020-11-29,Weekly new hospital admissions per million,344.959,Europe,8387.0,899.0,765.0,4546.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Daily ICU occupancy,680.0,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Daily ICU occupancy per million,64.799,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Daily hospital occupancy,4158.0,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Daily hospital occupancy per million,396.227,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Weekly new ICU admissions,314.0,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Weekly new ICU admissions per million,29.922,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Weekly new hospital admissions,3464.0,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-06,Weekly new hospital admissions per million,330.094,Europe,9147.0,760.0,680.0,4158.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Daily ICU occupancy,711.0,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Daily ICU occupancy per million,67.753,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Daily hospital occupancy,4415.0,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Daily hospital occupancy per million,420.717,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Weekly new ICU admissions,318.0,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Weekly new ICU admissions per million,30.303,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Weekly new hospital admissions,3660.0,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-13,Weekly new hospital admissions per million,348.771,Europe,9827.0,680.0,711.0,4415.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Daily ICU occupancy,755.0,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Daily ICU occupancy per million,71.946,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Daily hospital occupancy,4579.0,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Daily hospital occupancy per million,436.345,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Weekly new ICU admissions,353.0,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Weekly new ICU admissions per million,33.638,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Weekly new hospital admissions,3820.0,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-20,Weekly new hospital admissions per million,364.018,Europe,10606.0,779.0,755.0,4579.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Daily ICU occupancy,846.0,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Daily ICU occupancy per million,80.618,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Daily hospital occupancy,4966.0,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Daily hospital occupancy per million,473.223,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Weekly new ICU admissions,435.0,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Weekly new ICU admissions per million,41.452,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Weekly new hospital admissions,4316.0,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2020-12-27,Weekly new hospital admissions per million,411.283,Europe,11367.0,761.0,846.0,4966.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Daily ICU occupancy,1007.0,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Daily ICU occupancy per million,95.96,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Daily hospital occupancy,6284.0,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Daily hospital occupancy per million,598.819,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Weekly new ICU admissions,584.0,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Weekly new ICU admissions per million,55.651,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Weekly new hospital admissions,6147.0,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-03,Weekly new hospital admissions per million,585.764,Europe,12321.0,954.0,1007.0,6284.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Daily ICU occupancy,1177.0,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Daily ICU occupancy per million,112.159,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Daily hospital occupancy,6881.0,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Daily hospital occupancy per million,655.709,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Weekly new ICU admissions,602.0,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Weekly new ICU admissions per million,57.366,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Weekly new hospital admissions,6792.0,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-10,Weekly new hospital admissions per million,647.228,Europe,13508.0,1187.0,1177.0,6881.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Daily ICU occupancy,1139.0,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Daily ICU occupancy per million,108.538,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Daily hospital occupancy,6504.0,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Daily hospital occupancy per million,619.783,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Weekly new ICU admissions,502.0,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Weekly new ICU admissions per million,47.837,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Weekly new hospital admissions,5500.0,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-17,Weekly new hospital admissions per million,524.11,Europe,14698.0,1190.0,1139.0,6504.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Daily ICU occupancy,1059.0,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Daily ICU occupancy per million,100.915,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Daily hospital occupancy,5914.0,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Daily hospital occupancy per million,563.561,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Weekly new ICU admissions,438.0,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Weekly new ICU admissions per million,41.738,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Weekly new hospital admissions,4892.0,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-24,Weekly new hospital admissions per million,466.172,Europe,15752.0,1054.0,1059.0,5914.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Daily ICU occupancy,1040.0,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Daily ICU occupancy per million,99.104,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Daily hospital occupancy,5562.0,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Daily hospital occupancy per million,530.018,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Weekly new ICU admissions,464.0,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Weekly new ICU admissions per million,44.216,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Weekly new hospital admissions,4518.0,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-01-31,Weekly new hospital admissions per million,430.532,Europe,16754.0,1002.0,1040.0,5562.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Daily ICU occupancy,1098.0,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Daily ICU occupancy per million,104.631,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Daily hospital occupancy,5791.0,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Daily hospital occupancy per million,551.84,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Weekly new ICU admissions,479.0,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Weekly new ICU admissions per million,45.645,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Weekly new hospital admissions,4781.0,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-07,Weekly new hospital admissions per million,455.594,Europe,17664.0,910.0,1098.0,5791.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Daily ICU occupancy,1147.0,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Daily ICU occupancy per million,109.301,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Daily hospital occupancy,5889.0,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Daily hospital occupancy per million,561.178,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Weekly new ICU admissions,488.0,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Weekly new ICU admissions per million,46.503,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Weekly new hospital admissions,4849.0,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-14,Weekly new hospital admissions per million,462.074,Europe,18594.0,930.0,1147.0,5889.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Daily ICU occupancy,1286.0,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Daily ICU occupancy per million,122.546,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Daily hospital occupancy,6419.0,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Daily hospital occupancy per million,611.683,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Weekly new ICU admissions,548.0,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Weekly new ICU admissions per million,52.22,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Weekly new hospital admissions,5653.0,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-21,Weekly new hospital admissions per million,538.689,Europe,19686.0,1092.0,1286.0,6419.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Daily ICU occupancy,1508.0,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Daily ICU occupancy per million,143.701,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Daily hospital occupancy,7526.0,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Daily hospital occupancy per million,717.172,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Weekly new ICU admissions,716.0,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Weekly new ICU admissions per million,68.23,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Weekly new hospital admissions,6731.0,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-02-28,Weekly new hospital admissions per million,641.415,Europe,20859.0,1173.0,1508.0,7526.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Daily ICU occupancy,1681.0,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Daily ICU occupancy per million,160.187,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Daily hospital occupancy,8416.0,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Daily hospital occupancy per million,801.983,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Weekly new ICU admissions,744.0,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Weekly new ICU admissions per million,70.898,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Weekly new hospital admissions,7297.0,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-07,Weekly new hospital admissions per million,695.35,Europe,22257.0,1398.0,1681.0,8416.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Daily ICU occupancy,1829.0,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Daily ICU occupancy per million,174.29,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Daily hospital occupancy,8822.0,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Daily hospital occupancy per million,840.672,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Weekly new ICU admissions,698.0,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Weekly new ICU admissions per million,66.514,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Weekly new hospital admissions,7289.0,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-14,Weekly new hospital admissions per million,694.588,Europe,23780.0,1523.0,1829.0,8822.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Daily ICU occupancy,1805.0,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Daily ICU occupancy per million,172.003,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Daily hospital occupancy,8387.0,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Daily hospital occupancy per million,799.219,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Weekly new ICU admissions,616.0,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Weekly new ICU admissions per million,58.7,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Weekly new hospital admissions,6569.0,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-21,Weekly new hospital admissions per million,625.977,Europe,25239.0,1459.0,1805.0,8387.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Daily ICU occupancy,1655.0,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Daily ICU occupancy per million,157.709,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Daily hospital occupancy,7614.0,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Daily hospital occupancy per million,725.558,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Weekly new ICU admissions,575.0,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Weekly new ICU admissions per million,54.793,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Weekly new hospital admissions,5794.0,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-03-28,Weekly new hospital admissions per million,552.126,Europe,26519.0,1280.0,1655.0,7614.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Daily ICU occupancy,1378.0,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Daily ICU occupancy per million,131.313,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Daily hospital occupancy,6353.0,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Daily hospital occupancy per million,605.394,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Weekly new ICU admissions,467.0,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Weekly new ICU admissions per million,44.502,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Weekly new hospital admissions,4865.0,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-04,Weekly new hospital admissions per million,463.599,Europe,27526.0,1007.0,1378.0,6353.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Daily ICU occupancy,1196.0,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Daily ICU occupancy per million,113.97,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Daily hospital occupancy,5264.0,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Daily hospital occupancy per million,501.62,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Weekly new ICU admissions,391.0,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Weekly new ICU admissions per million,37.259,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Weekly new hospital admissions,3935.0,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-11,Weekly new hospital admissions per million,374.977,Europe,28373.0,847.0,1196.0,5264.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Daily ICU occupancy,975.0,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Daily ICU occupancy per million,92.91,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Daily hospital occupancy,4050.0,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Daily hospital occupancy per million,385.935,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Weekly new ICU admissions,297.0,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Weekly new ICU admissions per million,28.302,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Weekly new hospital admissions,2852.0,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-18,Weekly new hospital admissions per million,271.775,Europe,28960.0,587.0,975.0,4050.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Daily ICU occupancy,763.0,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Daily ICU occupancy per million,72.708,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Daily hospital occupancy,3196.0,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Daily hospital occupancy per million,304.555,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Weekly new ICU admissions,259.0,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Weekly new ICU admissions per million,24.681,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Weekly new hospital admissions,2355.0,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-04-25,Weekly new hospital admissions per million,224.414,Europe,29405.0,445.0,763.0,3196.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Daily ICU occupancy,559.0,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Daily ICU occupancy per million,53.269,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Daily hospital occupancy,2510.0,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Daily hospital occupancy per million,239.185,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Weekly new ICU admissions,204.0,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Weekly new ICU admissions per million,19.44,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Weekly new hospital admissions,1808.0,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-02,Weekly new hospital admissions per million,172.289,Europe,29763.0,358.0,559.0,2510.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Daily ICU occupancy,416.0,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Daily ICU occupancy per million,39.642,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Daily hospital occupancy,1882.0,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Daily hospital occupancy per million,179.341,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Weekly new ICU admissions,158.0,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Weekly new ICU admissions per million,15.056,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Weekly new hospital admissions,1429.0,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-09,Weekly new hospital admissions per million,136.173,Europe,30026.0,263.0,416.0,1882.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Daily ICU occupancy,306.0,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Daily ICU occupancy per million,29.16,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Daily hospital occupancy,1339.0,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Daily hospital occupancy per million,127.597,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Weekly new ICU admissions,108.0,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Weekly new ICU admissions per million,10.292,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Weekly new hospital admissions,996.0,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-16,Weekly new hospital admissions per million,94.911,Europe,30216.0,190.0,306.0,1339.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Daily ICU occupancy,189.0,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Daily ICU occupancy per million,18.01,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Daily hospital occupancy,865.0,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Daily hospital occupancy per million,82.428,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Weekly new ICU admissions,72.0,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Weekly new ICU admissions per million,6.861,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Weekly new hospital admissions,628.0,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-23,Weekly new hospital admissions per million,59.844,Europe,30324.0,108.0,189.0,865.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Daily ICU occupancy,113.0,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Daily ICU occupancy per million,10.768,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Daily hospital occupancy,521.0,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Daily hospital occupancy per million,49.647,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Weekly new ICU admissions,52.0,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Weekly new ICU admissions per million,4.955,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
Czechia,CZE,2021-05-30,Weekly new hospital admissions,394.0,Europe,30391.0,67.0,113.0,521.0,6.63,10493990.0
